id	tweet	subtask_a	subtask_b	subtask_c
30803	@USER Holy shit thank you so much. Up until the Mine craft I that that because it wasn't on TV anymore that it had ended. I was very very wrong.	OFF	UNT	NULL
87692	@USER And he said in America. Heads up Antifa.   Ur neck is about to be stepped on.	NOT	NULL	NULL
63840	@USER I think I’ll blame all the dumbasses for gun control	OFF	TIN	GRP
60522	.@USER just made an S.O.31 statement about this story asking if the Liberals were just handing out money to Cdns who agree with them URL	NOT	NULL	NULL
11865	@USER His legacy is crap. Why would anyone want to save crap?	OFF	TIN	IND
97312	if i have to tolerate ur loud ass maga merch dont say shit about my nike anything kiss my ass	OFF	TIN	IND
80467	@USER Crazy Russian dude owns all your data	NOT	NULL	NULL
74555	"@USER It's really slowing me down. I wanna ask if I could just bring in my personal mac and use that as my work computer but I don't wanna seem like that apple snob"" but I'm over here shook."""	OFF	TIN	IND
51950	@USER @USER tough to speak your mind at work if your a conservative..amazing that this occurred in work setting. Bizarre.	NOT	NULL	NULL
52632	@USER @USER You are confused. JON!	NOT	NULL	NULL
65081	@USER @USER Can't stand to listen to that puke. I change the channel when he speaks. He believes his own LIES!!....They're all NUTS!! #LeftWingLiberalDisease #WalkAway #VoteRedToSaveAmerica  🇺🇸🇺🇸#MAGA 🇺🇸🇺🇸	OFF	TIN	IND
11494	@USER I come from a long line of bigots and morons. It's hard to grapple with at first but it gets better. Fill the void with fundamentally decent ppl and you will eventually realize you are better off for it.	OFF	TIN	GRP
22500	EXCLUSIVE: Soros-Backed Activists Slip Cash To Anti-Kavanaugh Protesters Before Arrests URL via @USER	NOT	NULL	NULL
11616	@USER I’m a brat ... can’t deal with another woman to long unless she is relaxed like a guy	NOT	NULL	NULL
53803	@USER @USER @USER Oh so now you are comparing a government law enforcement agency which is subject to constitutional laws to a private corporation. Yeah that makes sense. Wait... No it does not. Stop talking. You are a complete imbecile.	OFF	TIN	IND
69898	@USER Am Eye See Kay He Why Am Oh You Ass He	OFF	TIN	IND
11697	@USER He heightens the belief in Slimfast.. URL	NOT	NULL	NULL
24415	"@USER UNHINGED.""  No, he's just a fat POS slob who lucked out going against conservatives making tons of money in the process, as an opertunist. A very smart opertiunist who knows how to USE &amp; shovel BS to the liberal left.  It's good business these days &amp; he's EATING it all up."""	OFF	TIN	IND
35474	@USER I LOVE YO CUTE ASS	OFF	TIN	IND
31242	@USER Another lie. Anything for a diversion	OFF	TIN	IND
44940	#TheFeralLeft #Liberals continue to #Infiltrate #Indoctrinate kid shows. Don't hire these mentally ill #Hemorrhoids URL	OFF	TIN	GRP
97891	@USER On everything that shit is really sad smh	OFF	UNT	NULL
83394	"...people of good faith and high character can and do come to competing  conclusions about originalism, abortion, gun control, and religious liberty.""  #Kavanaugh #KavanaughHearings URL"	NOT	NULL	NULL
72850	@USER Eric Holder was the perfect Att Gen for the OBama administration. Not an ounce of human decency in his bones.	NOT	NULL	NULL
20384	@USER EVERY TIME! i hate it its the most horrifying feeling. it happens to me when im dozing off. then i jolt wide the fuck awake -_-	OFF	TIN	IND
24493	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You didn’t read the whole thing most white mass shooters aren’t even considered terrorism because there’s no “political” agenda to their murder like Dylan roof	OFF	TIN	GRP
40619	@USER @USER 🤣🤣😂😂😂😂 He is a communist fool!!!!	OFF	TIN	IND
40899	@USER @USER OMG MY Heath bleeds for your daughter and your family. Hold her tight and keep telling her how safe she is and that your will always be there for her. 🙏🙏🙏🙏🙏❤️❤️❤️	NOT	NULL	NULL
85432	"@USER @USER @USER @USER @USER Really, but he is.  Don't say because of Russian collusion, not proven after 2 yrs. Besides collusion is not a crime.  We the People"" are winning.  #WWG1WGA #MAGA"""	NOT	NULL	NULL
99289	"@USER @USER Funny how on top of things"" you are trying to show you are when its white republicans in the path of the storm. An entire Island was just left to fend for its self for 13 days before help arrived.  Trump is a FAKE PRESIDENT"""	OFF	UNT	NULL
70375	@USER He never was one much for the rule of law.  Just the Law of RULE	NOT	NULL	NULL
45592	@USER But honestly the cameras suck ass they're great if you don't zoom in	NOT	NULL	NULL
93627	@USER antifa are defined by one striking statistic - virtually none are parents. Why?	NOT	NULL	NULL
24644	@USER @USER Everytime she opens her mouth more idiocy comes out of it...She is an embarrassment... but then she is a Clinton...	NOT	NULL	NULL
99306	The Unafraid and Unscathed @USER bringing Hope and Change all around the world! #MAGA #NoKoSoKo North Korea's Kim Jong-un agrees to shut missile site - BBC News URL	NOT	NULL	NULL
80691	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER PC or not has NOTHING to do with common decency...🙄	NOT	NULL	NULL
38963	@USER America wins with President Trump...  Not Google.  #MAGA #AmericaFirst	NOT	NULL	NULL
29627	@USER Legit got the saying written down. But you are right.	NOT	NULL	NULL
21336	@USER Ah.. classic antifa.. behaviour of trashpeople. =)	OFF	TIN	IND
43919	. . . And we wonder why conservatives who work for Twitter fear saying so . . URL	NOT	NULL	NULL
71493	@USER Who cares what a union leader has to say big kate? Do u fawningly report Lefty concerns  because u and the Left promoting CBC r doing the Trudeau Liberals bidding again.U r a CBC Liberal party Shameful.	OFF	TIN	OTH
62612	@USER @USER @USER Why did the democrats have to jam far left liberal judges down conservatives throat? Every liberal judge should be investigated all the way back to grade school. The only lowlife here is you.	OFF	TIN	IND
91561	@USER @USER @USER I’m just pointing out it was the liberals that made this distinction. I am a Buddhist. I totally understand the global perspective. It’s just disingenuous to say your for a country but then say your for the globe.	NOT	NULL	NULL
35651	@USER This will be settled and will never see a jury. We will never know the truth. Maybe she grabbed him first while swapping spit or he is really that stupid to just grab her. Either way I doubt we will ever know the complete truth.	OFF	TIN	IND
90150	@USER Boycotting NFL for the rest of my life.	OFF	TIN	OTH
62393	@USER God he is terrible.	OFF	TIN	IND
70288	@USER Amazing how much money is being thrown at this guy by liberals freaking out. Beto epitomizes everything that is wrong in America. Vote CRUZ!	OFF	TIN	GRP
63341	@USER @USER it's God not god	NOT	NULL	NULL
13108	@USER 😭😭😭😭😭😭 I want him 😭😭😭😭😭😭 thank god I am in the hospital to get revived.	NOT	NULL	NULL
51454	@USER @USER @USER People do speak out for gun control &amp; against gun violence. If you don’t see it you’re choosing not to pay attention &amp; that’s just wilful ignorance on your part.	NOT	NULL	NULL
71122	@USER Trying to smoke out followers that are also antifa? #Shrewd.	NOT	NULL	NULL
40131	@USER @USER Bloodsport who can forget the monologue by jackson describing this big monster. and to think he is in his 60's now	OFF	TIN	IND
43345	@USER BACK OFFF HE IS MY BEAN	NOT	NULL	NULL
93541	"@USER @USER @USER ALT RIGHT""...LMAO...nope, we're just not Marxists #SocialismSucks"""	NOT	NULL	NULL
36339	@USER Hey Bono- Why not turn your Dublin hotel over to refugees? Asshole!	OFF	TIN	IND
24151	@USER @USER Because she is nothing more than an opportunistic lying sack of human waste paid by the left.  Turn off your tv Ed.	OFF	TIN	IND
76414	@USER @USER @USER Oh yeah so I'm sure you'll wait a certain amount of time before talking about gun control right? I'm sure you're saying the same thing to all the people using the dead to push laws that do nothing right?	OFF	TIN	GRP
70862	@USER Likely shift? He is a political operative for the GOP. This will be a life-long dream for many who have been working towards this outcome for decades. It’s sad.	OFF	UNT	NULL
51246	@USER @USER @USER Please point out what isn’t true. Do the SHITlibs not love austerity and slashing public funding? Do they not love privatization? Are their social policies anything more than empty gestures? Has anyone in this thread referred to Drug Fraud as far right? No? So all true! 😃	NOT	NULL	NULL
27251	#Resist  @USER @USER Why aren't DEMS &amp; MSM blasting THIS story?? I can only imagine only FALSE stories against conservatives count. URL	NOT	NULL	NULL
52388	@USER What an “actor” Joe Biden is....and that’s alll he is!!!  A “FAKE” phony actor!!  Get off of the stage Joe...your time has come &amp; gone!!!  We “Dregs of Society” could care less about what you preach!!!	OFF	TIN	IND
38775	@USER Please leave my girlfriend alone I know she is too good yall don't understand.	NOT	NULL	NULL
61513	@USER a bat my nigga	OFF	TIN	GRP
92373	@USER @USER @USER @USER @USER @USER @USER And your President respects all of that. You liberals do not.	OFF	TIN	GRP
94685	@USER @USER Does it hurt to constantly apologize for far right conservatives	NOT	NULL	NULL
84702	@USER Hopefully it is joking.  I hate boycotting the Leftist entertainers but I do.  Stop saying stupid stuff.	OFF	TIN	IND
57402	@USER @USER @USER @USER @USER 3) I will always defend the 2nd. But not the NRA who when I 1st joined was about promoting &amp; educating gun owners &amp; the public about guns. No hypocrisy here Amy well except maybe on your part. FYI I know a lot of Liberals that a members of the NRA. I don't always agree with them	NOT	NULL	NULL
19954	@USER @USER @USER As a kid of legal immigrants I can attest you are 100% correct. They follow the law to the letter in most cases because they worked so damn hard to get her legally they won’t do anything to risk their status. The illegals have contempt for our laws and pull the scams 24/7	OFF	TIN	IND
79755	@USER @USER @USER Where are the capital police? Why let the leftist make a joke of our laws. #MAGA #ArrestClintonCrimeGangAlready  #NoChainMigration #Trump2020 #Spygate IG REPORT PROVES seditious conspiracy UScode18ch115sec2384 yep 20yrs jail time	NOT	NULL	NULL
33965	"@USER @USER @USER CNN &amp; others involved in Conspiracy Theories"" &amp; propaganda while they protect (Antifa?). So I guess the 2013 Bill &amp; 2016 Bills for propaganda does protect ""State Media""??? URL"	NOT	NULL	NULL
89316	@USER @USER @USER @USER Three soft little figure skating ballerinas.	NOT	NULL	NULL
57449	@USER @USER The Republicans are against Nancy Pelosi because she is for the working class. They demonized her because she doesn't help the rich. Thank You Nancy for your service and being for the little guys.	NOT	NULL	NULL
49289	"@USER Because across the country everyone recognizes high handed authoritarian gerrymandering and democratic subversion. Only self serving Ontario conservatives"" speak for this."""	NOT	NULL	NULL
81420	@USER @USER Liberals didn't want to hear from Juanita Broderick.  She was ignored. Liberals don't want to hear from Keith Ellison's accuser.  Double Standard	OFF	TIN	IND
79215	@USER She already proved she hasn’t a clue about things she is legislating so really have no interest in her comments or opinion.	NOT	NULL	NULL
15188	#workout When you have a fat belly then you are insulin resistant and can fix it with out medications by fasting... details are here URL URL	NOT	NULL	NULL
27537	"@USER Eric and Hussein just need to STFU and go away. Too many Americans died as a result of their Fast and Furious"" gun running scheme gone bad. Eric even defied Congressional subpoenas with Hussein's backing. Despicable."""	OFF	UNT	NULL
99161	@USER @USER That's why I was so disgusted with him today. I don't know why he thought this was a celebration. But he thinks everything is about him. I won't ever be able to forget the horrible things that he is done.	OFF	TIN	IND
67170	@USER It's all liberals have.  It's all they ever had.  They see everything through the prism of race.	NOT	NULL	NULL
69516	@USER @USER I love u kady you are the real MVP here	NOT	NULL	NULL
70987	@USER Hey Ontario the Liberals took Billions from you &amp; gave it to multi national companies calling it a Green Energy plan don’t worry your on hook for another 19 years...as for real viable alternatives beyond hiding more taxes...they had nothing...#FordNation this is up to you	NOT	NULL	NULL
61904	@USER Complaining about SP's comments and blames the media for him(Spath) feeling a certain way and not actually reading an article. Basically saying Shea doesn't know shit and basically he should shut his mouth.	OFF	TIN	IND
26138	@USER A little bigger than I like. She needs to join chubby chaser tour	NOT	NULL	NULL
25091	@USER You are out doing yourself today.	NOT	NULL	NULL
76362	@USER @USER hey y'all take this shit to dms aight	NOT	NULL	NULL
58171	@USER No time for political correctness. It is a Lie. Everyone knows this. Behind the scenes the liberals are laughing. Take the vote.	NOT	NULL	NULL
18314	@USER Climate always changes. It’s the climate frauds with their wealth redistribution scheme that is new.	NOT	NULL	NULL
90363	@USER @USER @USER Rooney wont do anything.  He is the one that needs to take some action.	NOT	NULL	NULL
70334	@USER So what is the Conservatives policy on antisemitism? Does it quote the international recognition if not why aren’t you reporting on this with as much vigour as you have done with Labour????	NOT	NULL	NULL
17281	@USER you still doing music?	NOT	NULL	NULL
39929	@USER @USER @USER (Basically PSA is spoonfeeding liberals exactly what they want to hear rather than confronting the structural inequities that they in part helped foster/implement)	NOT	NULL	NULL
86366	@USER @USER @USER @USER @USER Trump uses a lot of misdirection intentionally. Would need specifics you are referencing. Media screaming he is lying is mostly their spin on it. Take the wiretap claim for instance. Trump was correct. They called him a liar for 18 months.	NOT	NULL	NULL
61944	@USER @USER @USER I fuck with this hard	OFF	UNT	NULL
23193	@USER He didnt say that when he raped his daughters friend (16 years old) and not too long after she committed suicide	OFF	TIN	IND
62590	@USER @USER She is LYING....	NOT	NULL	NULL
10668	@USER @USER You forgot to not run for office or disagree with Diane Feinstein or liberals or have wrong think.	NOT	NULL	NULL
18622	@USER @USER Isnt it wat Left &amp; Liberals hve been doing in India ?	NOT	NULL	NULL
49371	@USER That much projection is even a doozy for far left democratic socialist antifa members - amazing!	NOT	NULL	NULL
46354	@USER She is such a witch	OFF	TIN	IND
82730	@USER @USER @USER I have been thinking about it and it's not inconceivable that someone was trying to meddle with people's minds regarding gun control. I am double-minded about the use of arms because I am a peacemaker. Shoot once and you could start a big war. &gt;2	OFF	UNT	NULL
22955	@USER Josh I am not fucking a loli robot	OFF	UNT	NULL
10054	@USER @USER @USER traitor whoever he or she is.	OFF	TIN	IND
38508	Political Unmasking of Team Trump Must Be Prosecuted - American Thinker   URL  URL  #MAGA #PJNET #KAG #TrumpTrain #TrumpTrain2020 URL @USER TW055	NOT	NULL	NULL
69633	@USER Hey brian tell us about the time you voted with the liberals to take our guns away.  URL	NOT	NULL	NULL
92277	@USER CONway say it louder for your fellow #MAGA Trumpkins because they are the horrible peiple insulting her! URL	OFF	TIN	IND
29928	@USER @USER  y’all should really change the name of the “Assault Rifle” coming from a second amendment advocate it puts the wrong name of the rifle out there to the Gun Control lobby. It’s not an assault rifle. It’s just a normal rifle.	NOT	NULL	NULL
89144	@USER @USER MSM/Democrats/Liberals describe Antifa as “Peaceful Demonstrators.” In my opinion they are a Democrat Army preparing for war.👹👹👹	NOT	NULL	NULL
46365	@USER Does these idiots actually listen to what they say? @USER Sucks!	OFF	TIN	GRP
31306	#Tennessee #Conservatives #RNRTN #2ADefenders #Republicans #ProLifeGen #TNGOP #Libertarians #ProLife #Gaytriots #RNR #CCOT Are YOU doing your part to grow?  Are YOU registering voters?  Planned Parenthood is. Pause. Think about that .  It speaks volumes.  URL	NOT	NULL	NULL
75928	2018s biggest epidemic is saying neoliberals when you just mean LIBERALS	NOT	NULL	NULL
88002	@USER Hillary Clinton will be POTUS..Oops!	OFF	TIN	IND
92561	@USER looking forward to seeing what you are bringing to the market.  The rum market has needed some quality infusion for quite some time. Fingers crossed for a quality spiced rum.	NOT	NULL	NULL
48384	@USER I was on a conference call after the election of our President.   30 minutes of Ted Lieu discussing how to stop Trump.  This guy supports Antifa.  Maxine is his mentor.	NOT	NULL	NULL
69418	@USER Just by looks this guy has Antifa written all over him	NOT	NULL	NULL
67765	#TheresaMay we need a #PeoplesVote @USER URL	NOT	NULL	NULL
17631	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER And you? Do you knowwhat ANTIFA stands signifies?	NOT	NULL	NULL
81439	@USER That. Is. Not. Scary. At all	NOT	NULL	NULL
41543	@USER @USER URL I read wages of rebellion- which had some beautiful moments - but some of it made me suspicious and this article confirmed some of them.	NOT	NULL	NULL
65556	@USER Those options are weak the situation was lot more complex. To answer your question tho she is a star and if her head is big she earned it and no the umpires shouldnt boycott. People always want to make and example out of serena like this has never happened before	NOT	NULL	NULL
40597	@USER What are you doing Joe? I swear it seems like he is doing this shit intentionally to show us fans up or put us in the hospital for heart attacks. #EverybodyIn @USER	OFF	TIN	IND
11050	@USER Yea so no more gun control debate. Just slurs	NOT	NULL	NULL
31005	@USER You are my hero	NOT	NULL	NULL
20618	@USER President Obama?  Did I miss something about this?  He still believes he is President or is it you that isn't able to accept reality?	NOT	NULL	NULL
54059	@USER @USER @USER Lmao. And yet it’s called Gauteng. 😂😂😂😂. Dude just say you are arguing for the sake of not wanting to lose. Nguni Land? Ahahahahahaha. Do you know why Vaal is called Lekwa? Do you know who king Tshwane is? Do you even know who Thulare is? Dude I’m done with you.	NOT	NULL	NULL
65122	@USER @USER This what’s the matter with #Hollywood and #liberals 🤮	NOT	NULL	NULL
51765	@USER I guess I'd like to see more thought put into if these are such nothing burgers then why were they made confidential? I really don't know why you are going after him with this series of tweets? Chair is misleading the public about amount of disclosure &amp; threatening a sen.	NOT	NULL	NULL
76187	".@USER Live westminster"" utter bulshit conservatives cear nothing of the people living in social housing just look #Grenfell &amp; It's tenants need say no more merits speak louder than words &amp; Tory words are empty promises!"""	OFF	TIN	GRP
34900	@USER @USER You are name calling a decorated disabled veteran. - shame on you. Know your subject before making slanderous remarks.	OFF	TIN	IND
86963	@USER Gonna call bullshit on that one.	OFF	UNT	NULL
25139	@USER She is the scuttlebutt queen	NOT	NULL	NULL
81008	@USER He will get what he deserves😈	NOT	NULL	NULL
61760	@USER @USER Do you hate him that much. He is OUR President.	OFF	TIN	IND
65353	@USER I have tried to follow you.  How are you different from the liberals.  Pandering to the dairy monopoly  is offensive in principal and in practise.  The PPC party may be the only option that reflects my values.  It takes fortitude to do what is right.	NOT	NULL	NULL
51828	@USER @USER She is a blind fool make America great again America first Americans understand the difference we the people voted for Donald J Trump the ex 🤡 Obama policies was a complete failure let's seat back and enjoy the 🤡 show starting Barack Obama	OFF	TIN	OTH
71735	@USER @USER That's how liberals interoperate the law! One more reason to make sure we flood the courts with conservative Judges.	NOT	NULL	NULL
38799	@USER She is adorable.	NOT	NULL	NULL
80722	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Andre cury earned 6 million from Neymar's transfer to PSG.	NOT	NULL	NULL
60399	@USER Maybe he should have used some of your peers? URL	NOT	NULL	NULL
56563	@USER Does penn state produce criminals too?	NOT	NULL	NULL
24398	"#Politics #Government LIBERALS WON'T LIKE THIS --&gt; @USER says @USER took a call from @USER and talked about our plan."" URL via @USER"	NOT	NULL	NULL
40868	Turns out Cody 'Sanjuro' Wilson fancies himself as a samurai.    probably collects fake swords  #RiceKing #usefulidiot #QAnon  #MAGA URL	NOT	NULL	NULL
55574	@USER I know sex sales and we all know Ridge was going to choose his daughter jmo I wanted Hope to get it	OFF	TIN	IND
79621	@USER I’ll be watching! I feel like it’s less of a ‘by the end of this everyone will stan Jake Paul’ and more of a ‘analyzing what makes Jake Paul the way that he is and trying to understand him psychologically’	NOT	NULL	NULL
42061	@USER @USER She is the most clueless defence minister ever only rivaled by anthony	NOT	NULL	NULL
65842	@USER @USER I don’t know where you get your facts or if you’re making them up but give it up man! URL	NOT	NULL	NULL
15570	@USER @USER @USER Farrakhan has refered to white people as Blue eyed devils. Will not even repeat what he has said about Jews. He is anti-Semitic.	OFF	TIN	GRP
45129	@USER @USER Harrison Ford is NOT using renewable energy to power his home. He is using the same power plant the rest of the neighborhood is using. And that power plant is releasing toxins up into the air.	NOT	NULL	NULL
31654	"@USER Wow, Erick, working on your PhD in theology"". You should pick another career, unless you are Evangelical, then I understand."""	NOT	NULL	NULL
80375	@USER Carrey is looking more like a tranny every day ?!	OFF	TIN	IND
32629	@USER Picking acts by such nonsensical elements and portraying to world. Pseudo Liberals pastime. Our's is a Country with much great achievements dating back Centuries. Spread that. But that won't suit your agenda. @USER	NOT	NULL	NULL
25521	@USER @USER The failure is the Liberal experiment to rush everyone away from Traditional Christian Family Values. We have always had violence but liberal ideology has destroyed society. Liberals create crisis situations to further their warped attempt to take power away from individuals.	NOT	NULL	NULL
74840	@USER Fuck em all. Complete morons	OFF	TIN	IND
21909	@USER @USER Congress tried Secret Shah Bano strategy for #TripleTalaq.   Then they openly took a position to appease Muslim conservatives for votes. @USER trying to confuse now about their position on it again for votes.   People of India are smarter now to know their real reason.	NOT	NULL	NULL
75745	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER A visit to the DC Holocaust Museum revealed Hitler won by 43% of the popular vote and 32% of the seats. He also used the Schutzstaffel (SS) to intimidate his opponents reminding one of the Antifa thugs we have today. Hitler also got the Muslims on his side. Uncanny.	NOT	NULL	NULL
61781	Tonight: Exposing the truth behind the accusations targeting Supreme Court pick Brett Kavanaugh. Also: Hurricane Florence damage totals rise in concert with the floodwaters &amp; the blatant congressional republican betrayal that could cost them the election #MAGA #TCOT #KAG URL	NOT	NULL	NULL
95161	@USER @USER @USER If economy plummets post-Brexit then less money for public services; if less immigration  to work on farms and services no doubt you will step in? #Conservatives #BrexitShambles 2/2	NOT	NULL	NULL
40502	@USER @USER she is a cracchead lol just waiting for her to leak it herself	NOT	NULL	NULL
83208	"@USER @USER Fair enough. Save your breath for crying for help, when reality will hit you, as it always does to libertarians &amp; conservatives""."""	NOT	NULL	NULL
14571	@USER And when did Breitbart become a reliable source of anything?	NOT	NULL	NULL
19557	"@USER He is."""""	NOT	NULL	NULL
27023	@USER @USER @USER @USER @USER These are policy issues where actual data applies. Obviously you are not familiar with the massive health care crises that existed before it was legal. Look into the uncontroversial (7-2) Roe decision and the Scotus statements regarding what made it so.	NOT	NULL	NULL
45143	@USER @USER I think u are right... She is in deed wearing the same Jersey🙌	NOT	NULL	NULL
97389	@USER That's what Lindsey Graham uses for a butt hole............	OFF	TIN	IND
10659	Just #MAGA URL	NOT	NULL	NULL
84680	@USER 10 cities to avoid this winter	NOT	NULL	NULL
24344	@USER @USER Thank You🙏Followed You🍎 #Maga  💯🇺🇸🇺🇸🇺🇸 URL	NOT	NULL	NULL
45033	@USER *click*  FUCK YOU!!	OFF	TIN	IND
41994	@USER Dems trying to clean up their sloppy #kavanaugh #allegations     #ConfirmJudgeKavanaughNow #MAGA	NOT	NULL	NULL
45134	@USER @USER @USER Chicago is the living proof that gun control doesn't work.	NOT	NULL	NULL
16036	@USER I liked it in a so bad it's good way. She is so miscast it's amazing	NOT	NULL	NULL
80628	@USER @USER POTUS is there right now. He will do all he can to help these people and it is heart felt.  He will not politicize this like you liberals do.	NOT	NULL	NULL
95640	@USER Beto is anti American and believes in open borders and illegals recieving benefits. Texans need to keep our state red!	NOT	NULL	NULL
50180	@USER @USER @USER who's singular wiped out a number of Lib Dem councils in the North by going into bed with the Conservatives thus losing local election seats.  Now we have him trying to turn over a democratic vote on #Brexit. URL	NOT	NULL	NULL
36817	@USER @USER This guy embezzeled at least a trillion dollars from the american people he is a divider of people he is full of hatred for the american people this guy cant be trusted look at our people that was in bengazi  they trusted him and most of them died	OFF	TIN	IND
55923	"@USER @USER She is so cute!  And only for 2 days!"""""	NOT	NULL	NULL
36981	@USER Heil Facebook! Yeah...pretty much.	NOT	NULL	NULL
49122	@USER Neither does antifa	NOT	NULL	NULL
86742	@USER Again another b******* story no one is watching football because of this a******	OFF	TIN	IND
79224	@USER I think she really knows now but she is in denial!!	OFF	UNT	NULL
21220	#ReleaseTheCures #DeclassifyFISA 🇺🇸 #ItsTime #LockThemAllUp #WWG1WGA 🇺🇸 #GreatAwakening @USER #Winning #QAnon #MAGA Why James Comey knows he's going to be indicted — 9/14/18 - YouTube URL	OFF	TIN	IND
99051	"@USER Joe - ANTIFA are not bullies. They are fighters fighting for democracy"""""	NOT	NULL	NULL
67324	@USER OMG why do we care about these Hollywood Liberals??	NOT	NULL	NULL
15731	1. End the War on Drugs 2. Slash the shit out of taxes across the board 3. Repeal unconstitutional gun control laws URL	OFF	TIN	GRP
56057	@USER #Man'sNotBarryRoux you are goggle due you dig information ga o flake🙄🤔🤔🙄😁😁	NOT	NULL	NULL
84548	@USER @USER @USER @USER @USER Do the mass school shooting numbers take Republicans’ disinterest in gun control to keep their NRA $ coming into account?	NOT	NULL	NULL
27235	@USER Um bc she is??????	NOT	NULL	NULL
23029	@USER And I will never watch your movies again because you are a maniac!	OFF	TIN	IND
36578	@USER @USER @USER The Nov election will tell the tale.  MSM laud Antifa;  alt-media expose them as Soros-shill shitheads.	OFF	TIN	IND
49549	@USER This just proves that liberals have no shame whatsoever. He’s a deceiver and a proven liar. Has the nerve to speak of “casting a shadow.”	OFF	TIN	IND
16410	@USER THE DEVIL MADE ME DO IT!!!!! THE UGLY FACE OF LIBERALS! I FEEL SORRY FOR THE INNOCENT HONEST ONES THAT ARE JUST BRAINWASHED!	OFF	TIN	GRP
54014	@USER @USER Soutien total. Stop #fascisme #Antifa #AntiFascist	NOT	NULL	NULL
91171	@USER @USER The problem for May is how it will devastate her government &amp; party. The ERG will go bonkers &amp; try to stop a second vote. Result chaos.  Many Conservatives fear this will totally destroy the party. But repressing it WILL.	NOT	NULL	NULL
24222	@USER she said her supporting gun control is more legitimate because “she has more life experience with it” (she knew people who deservedly got shot by Dorner)	NOT	NULL	NULL
21490	@USER @USER Looks like @USER and liberals have already found him guilty like usual before anything has started. She is apart of the resistance and me-too movement. They have pics of her at marches with her pink hat. How much was she payed to play her part?	NOT	NULL	NULL
11848	@USER @USER There you go! An this is different how? #MAGA	NOT	NULL	NULL
22091	@USER @USER Antifa Tribute song - URL	NOT	NULL	NULL
80114	"#SecondAmendment I saw the Dems in the Kavanaugh hearings bring up common sense"" gun control, time after time. @USER is a Chicago guy. Chicago has some of the very toughest gun laws in the country, yet it's the gun violence capital of the USA. How about this Dick, ++"""	OFF	TIN	GRP
31207	@USER We need complete and total gun control now. Philly needs to follow in the footsteps as chicago and london. #DemocraticSocialismNow #NoMoreGuns	NOT	NULL	NULL
48870	@USER She is a parasitic lump	OFF	TIN	IND
12604	@USER Goo goo google. 👶🏻	NOT	NULL	NULL
28760	@USER Chelsea you like all your me too hysterical radicals ignore facts. you exercise fear mongering. science has helped make sure women and their unborn are safer today. The morning after pill is a great advance and the sanctity of life is more ensured for both mom and baby.	NOT	NULL	NULL
55558	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER damn... then I'll drink and fight right next to him... OOH RAH its party time and Antifa are the pinatas	NOT	NULL	NULL
41825	@USER @USER AND SHE (LUCY HALE) CANNOT DO IT BECAUSE SHE IS TRAVELING IM JUST POITING THAT OUT.	NOT	NULL	NULL
79518	@USER Stop giving this family air time. It's exactly how Trump is where he is.	NOT	NULL	NULL
89064	@USER No wonder antifa wunderkind @USER wanted to work with you.	NOT	NULL	NULL
11305	@USER Carrey is becoming weird like peewee Herman...	OFF	TIN	IND
54676	Lyin #BrettKavanaugh &amp; His Sexual Assault Accuser Professor #ChristineBlaseyFord Are Willing to Testify Before Senate Committee. #StopKanavaugh #LiesUnderOath #SaveSCOTUS #CorruptGOP #maga #NoManIsAboveTheLaw #TrumpIsGuilty #VoteBlue #VoteBlue2018 via @USER URL	NOT	NULL	NULL
12780	@USER Best casting announcement since Riker was on it :) so excited love her so much! Met her twice she is just the sweetest	NOT	NULL	NULL
34214	@USER @USER The Gibraltar people will be hostages in the remaining #Brexit negotiations. Do @USER or the @USER care? Not a fig!	NOT	NULL	NULL
